cr714__answersid,cr714_basescore,cr714_explanation,cr714_howcalculated,importsequencenumber,cr714_name,cr714_response,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,owningbusinessunit,cr714_parentid,cr714_questionid
a119cb00-e94e-f111-bec6-000d3a1ce8d4,0,N/A,,,,No Impact,1,0,,,24400847,04d25798-3a42-ee11-bdf5-000d3a8fd327,f60914fb-e84e-f111-bec6-70a8a53eb3d2,3182c040-9289-f011-b4cc-7c1e527cd923
752ccb6d-e74e-f111-bec6-000d3a1ce8d4,0,,,,,No Impact,1,0,,,24400816,04d25798-3a42-ee11-bdf5-000d3a8fd327,61964b4f-e74e-f111-bec6-000d3a1ce8d4,c29afc0a-9289-f011-b4cc-7c1e527d2157
78aa0472-e74e-f111-bec7-7c1e5215f4b4,0,,,,,No Impact,1,0,,,24400815,04d25798-3a42-ee11-bdf5-000d3a8fd327,61964b4f-e74e-f111-bec6-000d3a1ce8d4,23511df6-9189-f011-b4cc-7c1e527d2157
bf255072-e74e-f111-bec7-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24400814,04d25798-3a42-ee11-bdf5-000d3a8fd327,61964b4f-e74e-f111-bec6-000d3a1ce8d4,c91de0e9-9189-f011-b4cc-7c1e527d2157
bb255072-e74e-f111-bec7-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24400812,04d25798-3a42-ee11-bdf5-000d3a8fd327,61964b4f-e74e-f111-bec6-000d3a1ce8d4,31d4e7e3-9189-f011-b4cc-7c1e527d2157
f570ff6e-e74e-f111-bec7-7c1e527cdbd8,0,,,,,No Impact,1,0,,,24400809,04d25798-3a42-ee11-bdf5-000d3a8fd327,61964b4f-e74e-f111-bec6-000d3a1ce8d4,740adf46-9289-f011-b4cc-7c1e527cd923
67aa0472-e74e-f111-bec7-7c1e5215f4b4,0,,,,,No Impact,1,0,,,24400807,04d25798-3a42-ee11-bdf5-000d3a8fd327,61964b4f-e74e-f111-bec6-000d3a1ce8d4,3182c040-9289-f011-b4cc-7c1e527cd923
c43c6570-e74e-f111-bec7-0022481fc755,0,,,,,No Impact,1,0,,,24400806,04d25798-3a42-ee11-bdf5-000d3a8fd327,61964b4f-e74e-f111-bec6-000d3a1ce8d4,124ef45c-9289-f011-b4cc-002248271486
c13c6570-e74e-f111-bec7-0022481fc755,0,,,,,No Impact,1,0,,,24400805,04d25798-3a42-ee11-bdf5-000d3a8fd327,61964b4f-e74e-f111-bec6-000d3a1ce8d4,6e1c0e50-9289-f011-b4cc-002248271486
432ccb6d-e74e-f111-bec6-000d3a1ce8d4,0,,,,,No Impact,1,0,,,24400803,04d25798-3a42-ee11-bdf5-000d3a8fd327,61964b4f-e74e-f111-bec6-000d3a1ce8d4,09e36ed6-9189-f011-b4cc-002248271486
bb3c6570-e74e-f111-bec7-0022481fc755,0,,,,,No Impact,1,0,,,24400802,04d25798-3a42-ee11-bdf5-000d3a8fd327,61964b4f-e74e-f111-bec6-000d3a1ce8d4,fc7f63d0-9189-f011-b4cc-002248271486
bf73ab78-e54e-f111-bec7-7c1e5215f4b4,5,Technical experience in house; some initatives are more complex than others,,,,Moderate Impact,1,0,,,24400784,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,cba1c26b-9289-f011-b4cc-7c1e527d2157
9771ed76-e54e-f111-bec7-0022481fc755,1,FTE Hrs only,,,,Low Impact,1,0,,,24400776,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,300edd89-9289-f011-b4cc-7c1e527d2157
b9b79c77-e54e-f111-bec6-000d3a1ce8d4,5,Support Transformation and site road map,,,,Moderate Impact,1,0,,,24400774,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,a633db83-9289-f011-b4cc-7c1e527d2157
91524478-e54e-f111-bec7-000d3a8cdfc7,5,Reduced maintenance is expected to increase asset availability and therefore may result in increased throughput,,,,Moderate Impact,1,0,,,24400720,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,40a9de76-9289-f011-b4cc-7c1e527cd923
9b2e9872-e54e-f111-bec7-7c1e5215f4b4,0,None,,,,No Impact,1,0,,,24400713,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,3182c040-9289-f011-b4cc-7c1e527cd923
c26e7f74-e54e-f111-bec7-7c1e527cdbd8,0,,,,,No Impact,1,0,,,24400709,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,c29afc0a-9289-f011-b4cc-7c1e527d2157
8e71ed76-e54e-f111-bec7-0022481fc755,0,,,,,No Impact,1,0,,,24400708,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,23511df6-9189-f011-b4cc-7c1e527d2157
be6e7f74-e54e-f111-bec7-7c1e527cdbd8,0,,,,,No Impact,1,0,,,24400707,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,c91de0e9-9189-f011-b4cc-7c1e527d2157
8b71ed76-e54e-f111-bec7-0022481fc755,0,,,,,No Impact,1,0,,,24400705,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,31d4e7e3-9189-f011-b4cc-7c1e527d2157
b96e7f74-e54e-f111-bec7-7c1e527cdbd8,0,,,,,No Impact,1,0,,,24400703,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,740adf46-9289-f011-b4cc-7c1e527cd923
58913d72-e54e-f111-bec7-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24400699,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,124ef45c-9289-f011-b4cc-002248271486
52913d72-e54e-f111-bec7-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24400698,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,6e1c0e50-9289-f011-b4cc-002248271486
4d913d72-e54e-f111-bec7-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24400697,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,09e36ed6-9189-f011-b4cc-002248271486
48913d72-e54e-f111-bec7-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24400695,04d25798-3a42-ee11-bdf5-000d3a8fd327,528b466e-e54e-f111-bec7-7c1e527cdbd8,fc7f63d0-9189-f011-b4cc-002248271486
b8792701-e44e-f111-bec7-0022481fc755,10,First at Takeda to establish this working model,,,,High Impact,1,0,,,24400685,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,cba1c26b-9289-f011-b4cc-7c1e527d2157
b420fdfc-e34e-f111-bec7-7c1e527cdbd8,0,N/A,,,,No Impact,1,0,,,24400683,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,c91de0e9-9189-f011-b4cc-7c1e527d2157
40938ffd-e34e-f111-bec7-000d3a8cdfc7,0,N/A,,,,No Impact,1,0,,,24400681,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,31d4e7e3-9189-f011-b4cc-7c1e527d2157
e1a975fc-e34e-f111-bec6-000d3a1ce8d4,0,n/A,,,,No Impact,1,0,,,24400679,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,09e36ed6-9189-f011-b4cc-002248271486
a920fdfc-e34e-f111-bec7-7c1e527cdbd8,15,TIP for Site Transformation,,,,Critical Impact,1,0,,,24400677,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,124ef45c-9289-f011-b4cc-002248271486
c0dac5fc-e34e-f111-bec7-7c1e5215f4b4,0,n/A,,,,No Impact,1,0,,,24400675,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,23511df6-9189-f011-b4cc-7c1e527d2157
50938ffd-e34e-f111-bec7-000d3a8cdfc7,5,Site Engineering involvement needed to delvier on scope,,,,Moderate Impact,1,0,,,24400673,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,a633db83-9289-f011-b4cc-7c1e527d2157
b1dac5fc-e34e-f111-bec7-7c1e5215f4b4,1,"N/A
Wont allow ""none""",N/A,,,Low Impact,1,0,,,24400671,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,40a9de76-9289-f011-b4cc-7c1e527cd923
c3dac5fc-e34e-f111-bec7-7c1e5215f4b4,0,N/A,,,,No Impact,1,0,,,24400669,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,c29afc0a-9289-f011-b4cc-7c1e527d2157
a520fdfc-e34e-f111-bec7-7c1e527cdbd8,0,None,,,,No Impact,1,0,,,24400667,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,6e1c0e50-9289-f011-b4cc-002248271486
e5a975fc-e34e-f111-bec6-000d3a1ce8d4,1,Reduce CAPEX spend through bidding of prefered suppliers,"Baseline: 
7.4 O¥ in FY25 CAPEX Indirect costs – represent 20% indirect to total project cost (1.11 oy)
Contractors – CAPEX + Project Costs = 25 HC (0.9 OY)
Impact: FY27 Start
15% reduction in indirect costs
75% non-IFM contractor headcount 
Impact rationale: streamlined project resourcing and workflows
Required investment: 0.4 O¥ ($25K) in consultancy",,,Low Impact,1,0,,,24400665,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,740adf46-9289-f011-b4cc-7c1e527cd923
dea975fc-e34e-f111-bec6-000d3a1ce8d4,0,N/A,,,,No Impact,1,0,,,24400663,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,fc7f63d0-9189-f011-b4cc-002248271486
e00b9202-e44e-f111-bec6-000d3a1ce8d4,1,Assuming 0.4OY in consultancy cost,Assuming 0.4OY in consultancy cost,,,Low Impact,1,0,,,24400661,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,300edd89-9289-f011-b4cc-7c1e527d2157
af792701-e44e-f111-bec7-0022481fc755,0,None,,,,No Impact,1,0,,,24400659,04d25798-3a42-ee11-bdf5-000d3a8fd327,54b391c4-e34e-f111-bec6-000d3a1ce8d4,3182c040-9289-f011-b4cc-7c1e527cd923
b7eff623-e14e-f111-bec7-7c1e5215f4b4,1,"Low complexity, no technical challenges, dedicated OE support",,,,Low Impact,1,0,,,24400607,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,cba1c26b-9289-f011-b4cc-7c1e527d2157
af609621-e14e-f111-bec7-0022481fc755,0,N/A,,,,No Impact,1,0,,,24400603,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,c91de0e9-9189-f011-b4cc-7c1e527d2157
ab609621-e14e-f111-bec7-0022481fc755,0,N/A,,,,No Impact,1,0,,,24400601,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,31d4e7e3-9189-f011-b4cc-7c1e527d2157
a0609621-e14e-f111-bec7-0022481fc755,0,N/A,,,,No Impact,1,0,,,24400599,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,09e36ed6-9189-f011-b4cc-002248271486
25efce21-e14e-f111-bec6-70a8a53eb3d2,10,Alignment with enterprise expectations and enables expediency in achieving site goals,,,,High Impact,1,0,,,24400595,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,124ef45c-9289-f011-b4cc-002248271486
60207624-e14e-f111-bec6-000d3a1ce8d4,0,Does not address a risk register item,,,,No Impact,1,0,,,24400593,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,23511df6-9189-f011-b4cc-7c1e527d2157
61207624-e14e-f111-bec6-000d3a1ce8d4,5,"Core team (2 FTE - 1 100%, 1 50%) for one TIP (<100 days)",,,,Moderate Impact,1,0,,,24400591,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,a633db83-9289-f011-b4cc-7c1e527d2157
5c207624-e14e-f111-bec6-000d3a1ce8d4,1,C.) No Impact to Production Schedule other than creating resource deployment capacity,,,,Low Impact,1,0,,,24400589,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,40a9de76-9289-f011-b4cc-7c1e527cd923
944b4a22-e14e-f111-bec7-7c1e527cdbd8,0,B.) Little to No Impact on Production/Yield,,,,No Impact,1,0,,,24400587,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,c29afc0a-9289-f011-b4cc-7c1e527d2157
784b4a22-e14e-f111-bec7-7c1e527cdbd8,1,Capacity will be released to redirect to higher-value work,,,,Low Impact,1,0,,,24400585,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,6e1c0e50-9289-f011-b4cc-002248271486
5b207624-e14e-f111-bec6-000d3a1ce8d4,1,Capacity will be released to redeploy to higher-value work,,,,Low Impact,1,0,,,24400583,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,740adf46-9289-f011-b4cc-7c1e527cd923
cc73631e-e14e-f111-bec6-000d3a1ce8d4,0,No associated EHS Risks,,,,No Impact,1,0,,,24400581,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,fc7f63d0-9189-f011-b4cc-002248271486
37efce21-e14e-f111-bec6-70a8a53eb3d2,1,Only cost is resource demand,,,,Low Impact,1,0,,,24400567,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,300edd89-9289-f011-b4cc-7c1e527d2157
5a207624-e14e-f111-bec6-000d3a1ce8d4,0,"Early adoption of enterprise-aligned Goverance and Decision Making framework
capacity for redeployment to higher‑value work",Quantification pending during TIP,,,No Impact,1,0,,,24400565,04d25798-3a42-ee11-bdf5-000d3a8fd327,6ea2cd11-e14e-f111-bec7-000d3a8cdfc7,3182c040-9289-f011-b4cc-7c1e527cd923
1be69160-df4e-f111-bec7-000d3a8cdfc7,1,na,,,,Low Impact,1,0,,,24400487,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,09e36ed6-9189-f011-b4cc-002248271486
d1cadd5e-df4e-f111-bec6-000d3a1ce8d4,1,na,,,,Low Impact,1,0,,,24400485,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,31d4e7e3-9189-f011-b4cc-7c1e527d2157
52e69160-df4e-f111-bec7-000d3a8cdfc7,5,need oe,,,,Moderate Impact,1,0,,,24400483,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,cba1c26b-9289-f011-b4cc-7c1e527d2157
80d9d85d-df4e-f111-bec7-0022481fc755,1,na,,,,Low Impact,1,0,,,24400481,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,c91de0e9-9189-f011-b4cc-7c1e527d2157
2ae69160-df4e-f111-bec7-000d3a8cdfc7,15,transformation,,,,Critical Impact,1,0,,,24400475,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,124ef45c-9289-f011-b4cc-002248271486
84d9d85d-df4e-f111-bec7-0022481fc755,5,Med,,,,Moderate Impact,1,0,,,24400473,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,a633db83-9289-f011-b4cc-7c1e527d2157
d6cadd5e-df4e-f111-bec6-000d3a1ce8d4,1,Low,,,,Low Impact,1,0,,,24400471,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,23511df6-9189-f011-b4cc-7c1e527d2157
7bd9d85d-df4e-f111-bec7-0022481fc755,1,Low,,,,Low Impact,1,0,,,24400469,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,40a9de76-9289-f011-b4cc-7c1e527cd923
49507560-df4e-f111-bec7-7c1e5215f4b4,1,Low,,,,Low Impact,1,0,,,24400467,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,c29afc0a-9289-f011-b4cc-7c1e527d2157
20e69160-df4e-f111-bec7-000d3a8cdfc7,1,enabler,,,,Low Impact,1,0,,,24400465,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,6e1c0e50-9289-f011-b4cc-002248271486
78d9d85d-df4e-f111-bec7-0022481fc755,10,FTE Optimization,,,,High Impact,1,0,,,24400461,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,740adf46-9289-f011-b4cc-7c1e527cd923
5b1b555d-df4e-f111-bec7-7c1e527cdbd8,1,Low,,,,Low Impact,1,0,,,24400457,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,fc7f63d0-9189-f011-b4cc-002248271486
86d9d85d-df4e-f111-bec7-0022481fc755,1,No costs associated w/ this project.,n/a,,,Low Impact,1,0,,,24400453,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,300edd89-9289-f011-b4cc-7c1e527d2157
76d9d85d-df4e-f111-bec7-0022481fc755,0,,,,,No Impact,1,0,,,24400438,04d25798-3a42-ee11-bdf5-000d3a8fd327,c497dc08-df4e-f111-bec7-7c1e527cdbd8,3182c040-9289-f011-b4cc-7c1e527cd923
55b2d412-234a-f111-bec6-70a8a53eb3d2,5,commissioning required.,,,,Moderate Impact,1,0,,,24336411,04d25798-3a42-ee11-bdf5-000d3a8fd327,311101dc-224a-f111-bec6-7c1e5215f4b4,a633db83-9289-f011-b4cc-7c1e527d2157
a2e54c71-204a-f111-bec6-7c1e527f1b2f,15,Needed to enable upcoming Mezagitamab Harvest clarification in Recovery 2 that is currently scheduled in November to run alongside a rhASAC in Recovery 1.,,,,Critical Impact,1,0,,,24336399,04d25798-3a42-ee11-bdf5-000d3a8fd327,e32aee5c-204a-f111-bec6-7c1e5215f4b4,124ef45c-9289-f011-b4cc-002248271486
7095a871-204a-f111-bec6-70a8a53eb3d2,5,Asset Loading and commissioning needed.,,,,Moderate Impact,1,0,,,24336397,04d25798-3a42-ee11-bdf5-000d3a8fd327,e32aee5c-204a-f111-bec6-7c1e5215f4b4,a633db83-9289-f011-b4cc-7c1e527d2157
c58f4570-204a-f111-bec6-000d3a55d556,5,Increases capacity and reduces production bottleneck.,,,,Moderate Impact,1,0,,,24336395,04d25798-3a42-ee11-bdf5-000d3a8fd327,e32aee5c-204a-f111-bec6-7c1e5215f4b4,6e1c0e50-9289-f011-b4cc-002248271486
1e2f2675-204a-f111-bec6-7c1e5215f4b4,1,"This project will increase capacity, enabling Mezagitamab Harvest Clarification in Recovery 2 along with a Recovery 1 Harvest Clarification (Replagal, VPRIV, rhASAC)",,,,Low Impact,1,0,,,24336391,04d25798-3a42-ee11-bdf5-000d3a8fd327,e32aee5c-204a-f111-bec6-7c1e5215f4b4,300edd89-9289-f011-b4cc-7c1e527d2157
cb74c4e1-3e49-f111-bec6-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24335290,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,300edd89-9289-f011-b4cc-7c1e527d2157
c574c4e1-3e49-f111-bec6-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24335289,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,a633db83-9289-f011-b4cc-7c1e527d2157
75d3c9e4-3e49-f111-bec6-7c1e527cdbd8,0,,,,,No Impact,1,0,,,24335288,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,cba1c26b-9289-f011-b4cc-7c1e527d2157
6ed3c9e4-3e49-f111-bec6-7c1e527cdbd8,0,,,,,No Impact,1,0,,,24335287,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,c29afc0a-9289-f011-b4cc-7c1e527d2157
b574c4e1-3e49-f111-bec6-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24335286,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,23511df6-9189-f011-b4cc-7c1e527d2157
b274c4e1-3e49-f111-bec6-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24335285,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,c91de0e9-9189-f011-b4cc-7c1e527d2157
b174c4e1-3e49-f111-bec6-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24335284,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,31d4e7e3-9189-f011-b4cc-7c1e527d2157
d071f2e5-3e49-f111-bec6-7ced8dcbf17a,0,,,,,No Impact,1,0,,,24335283,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,40a9de76-9289-f011-b4cc-7c1e527cd923
42d3c9e4-3e49-f111-bec6-7c1e527cdbd8,0,,,,,No Impact,1,0,,,24335280,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,740adf46-9289-f011-b4cc-7c1e527cd923
d769d1df-3e49-f111-bec6-7ced8dcbf17a,0,,,,,No Impact,1,0,,,24335279,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,3182c040-9289-f011-b4cc-7c1e527cd923
3634d4e4-3e49-f111-bec6-0022481fc755,0,,,,,No Impact,1,0,,,24335278,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,124ef45c-9289-f011-b4cc-002248271486
cee2a3e0-3e49-f111-bec6-7c1e5215f4b4,0,,,,,No Impact,1,0,,,24335274,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,6e1c0e50-9289-f011-b4cc-002248271486
0274c4e1-3e49-f111-bec6-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24335273,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,09e36ed6-9189-f011-b4cc-002248271486
f073c4e1-3e49-f111-bec6-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24335269,04d25798-3a42-ee11-bdf5-000d3a8fd327,14e39dd8-3e49-f111-bec6-0022481fc755,fc7f63d0-9189-f011-b4cc-002248271486
df0f5a68-a648-f111-bec6-7ced8dcbf17a,0,,,,,No Impact,1,0,,,24333048,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,300edd89-9289-f011-b4cc-7c1e527d2157
87bb0c67-a648-f111-bec6-7c1e527cdbd8,0,,,,,No Impact,1,0,,,24333047,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,a633db83-9289-f011-b4cc-7c1e527d2157
dc0f5a68-a648-f111-bec6-7ced8dcbf17a,0,,,,,No Impact,1,0,,,24333046,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,cba1c26b-9289-f011-b4cc-7c1e527d2157
d70f5a68-a648-f111-bec6-7ced8dcbf17a,0,,,,,No Impact,1,0,,,24333045,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,c29afc0a-9289-f011-b4cc-7c1e527d2157
57fcce64-a648-f111-bec6-0022481fc755,0,,,,,No Impact,1,0,,,24333044,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,23511df6-9189-f011-b4cc-7c1e527d2157
86bb0c67-a648-f111-bec6-7c1e527cdbd8,0,,,,,No Impact,1,0,,,24333043,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,c91de0e9-9189-f011-b4cc-7c1e527d2157
50fcce64-a648-f111-bec6-0022481fc755,0,,,,,No Impact,1,0,,,24333042,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,31d4e7e3-9189-f011-b4cc-7c1e527d2157
3e78fe63-a648-f111-bec6-7c1e5215f4b4,0,,,,,No Impact,1,0,,,24333041,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,40a9de76-9289-f011-b4cc-7c1e527cd923
3f978367-a648-f111-bec6-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24333040,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,740adf46-9289-f011-b4cc-7c1e527cd923
44fcce64-a648-f111-bec6-0022481fc755,0,,,,,No Impact,1,0,,,24333039,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,3182c040-9289-f011-b4cc-7c1e527cd923
2f78fe63-a648-f111-bec6-7c1e5215f4b4,0,,,,,No Impact,1,0,,,24333037,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,124ef45c-9289-f011-b4cc-002248271486
3b978367-a648-f111-bec6-000d3a8cdfc7,0,,,,,No Impact,1,0,,,24333035,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,6e1c0e50-9289-f011-b4cc-002248271486
85bb0c67-a648-f111-bec6-7c1e527cdbd8,0,,,,,No Impact,1,0,,,24333034,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,09e36ed6-9189-f011-b4cc-002248271486
84bb0c67-a648-f111-bec6-7c1e527cdbd8,0,,,,,No Impact,1,0,,,24333032,04d25798-3a42-ee11-bdf5-000d3a8fd327,262bc547-a648-f111-bec6-000d3a8cdfc7,fc7f63d0-9189-f011-b4cc-002248271486
38cf2bd2-0323-f111-8341-7c1e5247a2b3,5,"Cross-functional team of RE, Plant, Process, Automation is required to execute the APMS scope. Many man hours are required from Reliability Engineering during asset class Design and associated Agent deployment.",,,,Moderate Impact,1,0,,,24154181,04d25798-3a42-ee11-bdf5-000d3a8fd327,11e64f6a-0323-f111-8341-7c1e52146c0e,a633db83-9289-f011-b4cc-7c1e527d2157
